Name,ISIN,Sector,Market,Currency,Industry
POZZI MILANO,IT0005499949,Consumer Cyclical,Euronext Growth Milan,EUR,"Furnishings, Fixtures & Appliances"
PREATONI GROUP,FR001400WXE7,Consumer Cyclical,Euronext Access Paris,EUR,Resorts & Casinos
PRECIA,FR0014004EC4,Industrials,Euronext Growth Paris,EUR,Specialty Industrial Machinery
PREDICT,IT0005611071,Healthcare,Euronext Growth Milan,EUR,Medical Devices
PREDILIFE,FR0010169920,Healthcare,Euronext Growth Paris,EUR,Diagnostics & Research
PRELUDE S.A,FR0014011SJ4,,Euronext Access Paris,EUR,
PREMIA FINANCE,IT0005442154,Financial Services,Euronext Growth Milan,EUR,Credit Services
PRISMAFLEX INTL,FR0004044600,Communication Services,Euronext Growth Paris,EUR,Advertising Agencies
PROACTIS SA,FR0004052561,Technology,Euronext Paris,EUR,Software - Application
PRODWARE,FR0010313486,Technology,Euronext Growth Paris,EUR,Software - Application
PRODWAYS GROUP,FR0012613610,Technology,Euronext Growth Paris,EUR,Computer Hardware
PROLOGUE,FR0010380626,Technology,Euronext Growth Paris,EUR,Software - Application
PROMOTICA,IT0005425365,Industrials,Euronext Growth Milan,EUR,Consulting Services
PROP.IMMEUBLES,FR0000061376,,Euronext Access Paris,EUR,
PROSAFE,NO0010861990,Energy,Oslo Børs,NOK,Oil & Gas Equipment & Services
PROSIEBENSAT1 MEDI,DE000PSM7770,Communication Services,Euronext Global Equity Market,EUR,Broadcasting
PROSUS,NL0013654783,Consumer Cyclical,Trading After Hours,EUR,Internet Retail
PROTECTOR FORSIKRG,NO0010209331,Financial Services,Oslo Børs,NOK,Insurance - Specialty
PROXIMAR SEAFOOD,NO0010893902,Consumer Defensive,Euronext Growth Oslo,NOK,Farm Products
PROXIMUS,BE0003810273,Communication Services,Trading After Hours,EUR,Telecom Services
PRYME,NL0015002E73,Industrials,Euronext Growth Oslo,NOK,Waste Management
PRYSMIAN,IT0004176001,Industrials,Trading After Hours,EUR,Electrical Equipment & Parts
PSP,CH0018294154,Real Estate,Euronext Global Equity Market,EUR,Real Estate Services
PUBLIC PROPERTY IN,NO0013178616,Real Estate,Oslo Børs,NOK,Real Estate Services
PUBLICIS GROUPE,FR0000130577,Communication Services,EuroTLX,EUR,Advertising Agencies
Puig Brands,ES0105777017,,Euronext Global Equity Market,EUR,
PULLUP ENTERTAIN,FR0012419307,Communication Services,Euronext Growth Paris,EUR,Electronic Gaming & Multimedia
PUMA,DE0006969603,Consumer Cyclical,Trading After Hours,EUR,Footwear & Accessories
PYRUM INNOVATIONS,DE000A2G8ZX8,Industrials,Euronext Growth Oslo,NOK,Pollution & Treatment Controls
QEV,NL0015000NM7,Consumer Cyclical,Euronext Amsterdam,EUR,Auto Manufacturers
QEV TREAS SHARES,NL0015000NL9,,Euronext Amsterdam,EUR,
QEV WARRANTS,NL0015000NK1,,Euronext Amsterdam,EUR,
QIAGEN,NL0015002CX3,Healthcare,EuroTLX,EUR,Diagnostics & Research
QRF,BE0974272040,Real Estate,Euronext Brussels,EUR,REIT - Retail
Qt Group Oyj,FI4000198031,Technology,Euronext Global Equity Market,EUR,Software - Application
QUADIENT,FR0000120560,Technology,Euronext Paris,EUR,Software - Application
QUANTUM GENOMICS,FR0011648971,,Euronext Growth Paris,EUR,
QUESTFOR GR-PRICAF,BE0003730448,Financial Services,Euronext Brussels,EUR,Asset Management
QWAMPLIFY,FR0010889386,Communication Services,Euronext Growth Paris,EUR,Advertising Agencies
RACING FORCE,IT0005466963,Consumer Cyclical,Euronext Growth Paris,EUR,Leisure
RADICI,IT0005379737,Consumer Cyclical,Euronext Growth Milan,EUR,"Furnishings, Fixtures & Appliances"
RAI WAY,IT0005054967,Industrials,Euronext Milan,EUR,Engineering & Construction
Raiffeisen Bank,AT0000606306,Financial Services,EuroTLX,EUR,Banks - Regional
RAIZE,PTRIZ0AM0009,Financial Services,Euronext Access Lisbon,EUR,Credit Services
RAMADA,PTFRV0AE0004,Basic Materials,Euronext Lisbon,EUR,Steel
RAMSAY GEN SANTE,FR0000044471,Healthcare,Euronext Paris,EUR,Medical Care Facilities
RANA GRUBER,NO0010907389,,Oslo Børs,NOK,
RANDSTAD NV,NL0000379121,Industrials,Euronext Amsterdam,EUR,Staffing & Employment Services
RAPID NUTRITION,GB00BM9PTW47,Consumer Defensive,Euronext Growth Paris,EUR,Packaged Foods
Rational AG,DE0007010803,Industrials,Euronext Global Equity Market,EUR,Specialty Industrial Machinery
RATTI,IT0004724107,Consumer Cyclical,Euronext Milan,EUR,Textile Manufacturing
RCS MEDIAGROUP,IT0004931496,Communication Services,Euronext Milan,EUR,Publishing
REACH SUBSEA,NO0003117202,Energy,Oslo Børs,NOK,Oil & Gas Equipment & Services
REALCO,BE0003841583,Consumer Defensive,Euronext Access Brussels,EUR,Household & Personal Products
REALITES,FR0011858190,Real Estate,Euronext Growth Paris,EUR,Real Estate - Development
REBIRTH,IT0005460081,,Euronext Growth Paris,EUR,
REC SILICON,NO0010112675,Technology,Oslo Børs,NOK,Semiconductor Equipment & Materials
RECORDATI ORD,IT0003828271,Healthcare,Trading After Hours,EUR,Drug Manufacturers - General
RECTICEL,BE0003656676,Industrials,Euronext Brussels,EUR,Building Products & Equipment
RED ELECTRICA CORP,ES0173093024,Utilities,EuroTLX,EUR,Utilities - Regulated Electric
Redcare Pharma,NL0012044747,Healthcare,EuroTLX,EUR,Pharmaceutical Retailers
Reddit Inc,US75734B1008,Communication Services,Trading After Hours,EUR,Internet Content & Information
REDELFI,IT0005496101,Industrials,Euronext Growth Milan,EUR,Conglomerates
REDFISH,IT0005549354,Financial Services,Euronext Growth Milan,EUR,Asset Management
REFUELS,NL0015001BF4,Consumer Cyclical,Euronext Growth Oslo,NOK,Specialty Retail
REIBEL,BE0003829463,,Euronext Access Brussels,EUR,
REINET INVESTMENTS,LU0383812293,Financial Services,Euronext Amsterdam,EUR,Asset Management
RELX,GB00B2B0DG97,Industrials,Euronext Amsterdam,EUR,Specialty Business Services
REMY COINTREAU,FR0000130395,Consumer Defensive,Euronext Paris,EUR,Beverages - Wineries & Distilleries
REN,PTREL0AM0008,Utilities,Euronext Lisbon,EUR,Utilities - Diversified
RENAULT,FR0000131906,Consumer Cyclical,EuroTLX,EUR,Auto Manufacturers
RENOVALO,IT0005500571,Industrials,Euronext Growth Milan,EUR,Engineering & Construction
REPLY,IT0005282865,Technology,Euronext Milan,EUR,Information Technology Services
REPSOL,ES0173516115,Energy,Trading After Hours,EUR,Oil & Gas Integrated
RES,IT0005543613,Industrials,Euronext Growth Milan,EUR,Waste Management
RES GESTAE SOCIMI,ES0105550000,,Euronext Access Paris,EUR,
RETAIL ESTATES,BE0003720340,Real Estate,"Euronext Brussels, Amsterdam",EUR,REIT - Retail
RETI,IT0005418204,Technology,Euronext Growth Milan,EUR,Information Technology Services
REVO INSURANCE,IT0005513202,Financial Services,Euronext Milan,EUR,Insurance - Property & Casualty
REWAY GROUP,IT0005528069,Industrials,Euronext Growth Milan,EUR,Infrastructure Operations
REWORLD MEDIA,FR0010820274,,Euronext Growth Paris,EUR,
REXEL,FR0010451203,Technology,Trading After Hours,EUR,Electronics & Computer Distribution
RHEINMETALL,DE0007030009,Industrials,EuroTLX,EUR,Aerospace & Defense
RIBA MUNDO,ES0105724001,Consumer Cyclical,Euronext Growth Milan,EUR,Specialty Retail
RIBER,FR0000075954,Technology,Euronext Growth Paris,EUR,Semiconductor Equipment & Materials
RINO PETINO,IT0005663429,Industrials,Euronext Growth Milan,EUR,Specialty Business Services
RISANAMENTO,IT0001402269,Real Estate,Euronext Milan,EUR,Real Estate Services
ROBERTET,FR0000039091,Basic Materials,Euronext Paris,EUR,Chemicals
ROBERTET CDV 87,FR0000045619,,Euronext Paris,EUR,
ROBERTET CI,FR0000045601,Basic Materials,Euronext Paris,EUR,Chemicals
ROCHE BOBOIS,FR0013344173,Consumer Cyclical,Euronext Paris,EUR,"Furnishings, Fixtures & Appliances"
Roche Holding,CH0012032048,Healthcare,Euronext Global Equity Market,EUR,Drug Manufacturers - General
ROCHE I,CH0012032113,Healthcare,Euronext Global Equity Market,EUR,Drug Manufacturers - General
ROCKET SHARING C,IT0005481830,Technology,Euronext Growth Milan,EUR,Software - Application
ROCTOOL,FR0010523167,Technology,Euronext Growth Paris,EUR,Electronic Components
ROGALAND SPAREBANK,NO0006001007,Financial Services,Oslo Børs,NOK,Banks - Regional
ROMERIKE SPAREBK,NO0010808405,Financial Services,Euronext Growth Oslo,NOK,Banks - Regional
ROSETTI MARINO,IT0001017851,Industrials,Euronext Growth Milan,EUR,Engineering & Construction
ROTON,BE0003660710,,Euronext Expert Market,EUR,
ROUGIER S.A.,FR0000037640,Basic Materials,Euronext Growth Paris,EUR,Lumber & Wood Production
ROULARTA,BE0003741551,Communication Services,Euronext Brussels,EUR,Publishing
RSR SINGULAR,ES0105505004,,Euronext Access Lisbon,EUR,
RT&L,IT0005680373,Industrials,Euronext Growth Milan,EUR,Integrated Freight & Logistics
RTL Group SA,LU0061462528,Communication Services,Euronext Global Equity Market,EUR,Broadcasting
RUBIS,FR0013269123,Energy,Trading After Hours,EUR,Oil & Gas Refining & Marketing
RWE,DE0007037129,Utilities,Euronext Global Equity Market,EUR,Utilities - Diversified
RYANAIR HOLD. PLC,IE00BYTBXV33,Industrials,Euronext Dublin,EUR,Airlines
S.CLUBE BRAGA,PTSCB0AM0001,Communication Services,Euronext Access Lisbon,EUR,Entertainment
S.E.B.,FR0000121709,Consumer Cyclical,Trading After Hours,EUR,"Furnishings, Fixtures & Appliances"
S.S. LAZIO,IT0003621783,Communication Services,Euronext Milan,EUR,Entertainment
Saab AB,SE0021921269,Industrials,Euronext Global Equity Market,EUR,Aerospace & Defense
SABAF,IT0001042610,Consumer Cyclical,Euronext Milan,EUR,"Furnishings, Fixtures & Appliances"
SACCHERIA F. FRANC,IT0005521551,Consumer Cyclical,Euronext Growth Milan,EUR,Packaging & Containers
Sacyr SA,ES0182870214,Industrials,Euronext Global Equity Market,EUR,Engineering & Construction
SAFE,FR001400ZU25,Healthcare,Euronext Growth Paris,EUR,Medical Instruments & Supplies
SAFILO GROUP,IT0004604762,Healthcare,Euronext Milan,EUR,Medical Instruments & Supplies
SAFRAN,FR0000073272,Industrials,Trading After Hours,EUR,Aerospace & Defense
SAGA PURE,NO0010572589,Financial Services,Oslo Børs,NOK,Asset Management
Sagax AB,SE0005127818,Real Estate,Euronext Global Equity Market,EUR,Real Estate Services
SAGAX REAL ESTATE,ES0105651006,,Euronext Access Paris,EUR,
SAINT GOBAIN,FR0000125007,Industrials,Trading After Hours,EUR,Building Products & Equipment
SAINT JEAN GROUPE,FR0000060121,Consumer Defensive,Euronext Paris,EUR,Packaged Foods
SAIPEM,IT0005495657,Energy,Trading After Hours,EUR,Oil & Gas Equipment & Services
SAJA REAL ESTATE,ES0105910006,,Euronext Access Paris,EUR,
SALMAR,NO0010310956,Consumer Defensive,Oslo Børs,NOK,Farm Products
SALMON EVOLUTION,NO0010892094,,Oslo Børs,NOK,
SALV FERRAGAMO,IT0004712375,Consumer Cyclical,Trading After Hours,EUR,Luxury Goods
SAMBA DIGITAL,PTDGL0AM0003,,Euronext Growth Lisbon,EUR,
Samhallsby,SE0009554454,Real Estate,Euronext Global Equity Market,EUR,Real Estate Services
Sampo Oyj,FI4000552500,Financial Services,Euronext Global Equity Market,EUR,Insurance - Diversified
SAMSE,FR0000060071,Industrials,Euronext Paris,EUR,Industrial Distribution
Sandvik AB,SE0000667891,Industrials,Euronext Global Equity Market,EUR,Specialty Industrial Machinery
SANLORENZO,IT0003549422,,Euronext Milan,EUR,
SANOFI,FR0000120578,Healthcare,Trading After Hours,EUR,Drug Manufacturers - General
SAP,DE0007164600,Technology,Trading After Hours,EUR,Software - Application
SAPMER,FR0010776617,Consumer Defensive,Euronext Growth Paris,EUR,Packaged Foods
SARTORIUS,DE0007165607,Healthcare,Euronext Global Equity Market,EUR,Medical Instruments & Supplies
SARTORIUS PREF,DE0007165631,Healthcare,Trading After Hours,EUR,Medical Instruments & Supplies
SARTORIUS STED BIO,FR0013154002,Healthcare,Euronext Paris,EUR,Medical Instruments & Supplies
SATS,NO0010863285,Consumer Cyclical,Oslo Børs,NOK,Leisure
SAVENCIA,FR0000120107,Consumer Defensive,Euronext Paris,EUR,Packaged Foods
SAVONNERIE NYONS,FR0013155975,Consumer Defensive,Euronext Access Paris,EUR,Household & Personal Products
SBE-VARVIT,IT0005568461,Industrials,Euronext Growth Milan,EUR,Tools & Accessories
SBM OFFSHORE,NL0000360618,Energy,Trading After Hours,EUR,Oil & Gas Equipment & Services
SBO,AT0000946652,Energy,Euronext Global Equity Market,EUR,Oil & Gas Equipment & Services
SCANA,NO0003053308,,Oslo Børs,NOK,
SCATEC,NO0010715139,Utilities,Oslo Børs,NOK,Utilities - Renewable
SCBSM,FR0006239109,Real Estate,Euronext Paris,EUR,REIT - Diversified
SCEMI,FR0010972091,Industrials,Euronext Access Paris,EUR,Specialty Business Services
SCHINDLER,CH0024638212,Industrials,Euronext Global Equity Market,EUR,Specialty Industrial Machinery
SCHINDLER PS,CH0024638196,Industrials,Euronext Global Equity Market,EUR,Specialty Industrial Machinery
SCHNEIDER ELECTRIC,FR0000121972,Industrials,Trading After Hours,EUR,Specialty Industrial Machinery
Schott Pharma,DE000A3ENQ51,Healthcare,Euronext Global Equity Market,EUR,Medical Instruments & Supplies
SCHREDER,BE0059682279,,Euronext Expert Market,EUR,
SCHREDER BE,BE0023885230,,Euronext Expert Market,EUR,
SCIENTIA SCHOOL,ES0105592002,,Euronext Access Paris,EUR,
SCIUKER FRAMES,IT0005340051,,Euronext Growth Milan,EUR,
SCOR,FR0010411983,Financial Services,EuroTLX,EUR,Insurance - Reinsurance
Scout24 SE,DE000A12DM80,Communication Services,Euronext Global Equity Market,EUR,Internet Content & Information
SCR-SIBELCO,BE0944264663,,Euronext Expert Market,EUR,
SEAGATE TECHNOLOGY,IE00BKVD2N49,Technology,EuroTLX,EUR,Computer Hardware
SECHE ENVIRONNEM.,FR0000039109,Industrials,Euronext Paris,EUR,Waste Management
SECO,IT0005438046,,Euronext Milan,EUR,
Sectra,SE0022419784,Healthcare,Euronext Global Equity Market,EUR,Medical Devices
Securitas,SE0000163594,Industrials,Euronext Global Equity Market,EUR,Security & Protection Services
SEGRO PLC,GB00B5ZN1N88,Real Estate,Euronext Paris,EUR,REIT - Industrial
SEIF SPA,IT0005353484,Communication Services,Euronext Growth Paris,EUR,Publishing
SELCODIS,FR0000065492,,Euronext Paris,EUR,
SELECTIRENTE,FR0004175842,Real Estate,Euronext Paris,EUR,REIT - Retail
SELVAAG BOLIG,NO0010612450,,Oslo Børs,NOK,
SEMAPA,PTSEM0AM0004,Basic Materials,Euronext Lisbon,EUR,Paper & Paper Products
SEMCO TECHNOLOGIES,FR0014010H01,Technology,Euronext Growth Paris,EUR,Semiconductor Equipment & Materials
SEMPLICEMENTE SpA,IT0005072811,,Euronext Access Paris,EUR,
SENSORION,FR0012596468,Healthcare,Euronext Growth Paris,EUR,Biotechnology
SENTIA,NO0013573014,Industrials,Oslo Børs,NOK,Engineering & Construction
SEQUA PETROLEUM NV,NL0010623518,Energy,Euronext Access Paris,EUR,Oil & Gas E&P
SEQUANA MEDICAL,BE0974340722,Healthcare,Euronext Brussels,EUR,Medical Devices
SERGEFERRARI GROUP,FR0011950682,Industrials,Euronext Paris,EUR,Building Products & Equipment
SERI INDUSTRIAL,IT0005283640,,Euronext Milan,EUR,
SES,LU0088087324,Communication Services,Euronext Paris,EUR,Broadcasting
SESA,IT0004729759,Technology,Euronext Milan,EUR,Information Technology Services
SG COMPANY,IT0005337172,Industrials,Euronext Growth Milan,EUR,Specialty Business Services
SGS,CH1256740924,Industrials,Euronext Global Equity Market,EUR,Consulting Services
SHELL PLC,GB00BP6MXD84,Energy,Euronext Amsterdam,EUR,Oil & Gas Integrated
SHOWROOMPRIVE,FR0013006558,Consumer Cyclical,Euronext Paris,EUR,Internet Retail
SHURGARD,GG00BQZCBZ44,Real Estate,Euronext Brussels,EUR,REIT - Specialty
SIAV,IT0005504128,Technology,Euronext Growth Milan,EUR,Software - Application
SICILY BY CAR,IT0005556581,Industrials,Euronext Growth Milan,EUR,Rental & Leasing Services
SIDETRADE,FR0010202606,Technology,Euronext Growth Paris,EUR,Software - Application
SIEMENS,DE0007236101,Industrials,EuroTLX,EUR,Specialty Industrial Machinery
SIEMENS ENERGY,DE000ENER6Y0,Industrials,Trading After Hours,EUR,Specialty Industrial Machinery
SIEMENS HEALTH,DE000SHL1006,Healthcare,Trading After Hours,EUR,Medical Devices
SIF HOLDING,NL0011660485,Industrials,Euronext Amsterdam,EUR,Metal Fabrication
SIG Group,CH0435377954,Consumer Cyclical,Euronext Global Equity Market,EUR,Packaging & Containers
SIGNAUX GIROD,FR0000060790,Industrials,Euronext Growth Paris,EUR,Railroads
SIGNIFY NV,NL0011821392,Industrials,Trading After Hours,EUR,Electrical Equipment & Parts
Sika,CH0418792922,Basic Materials,Euronext Global Equity Market,EUR,Specialty Chemicals
SILTRONIC,DE000WAF3001,Technology,Euronext Global Equity Market,EUR,Semiconductors
SIMONE,IT0005573123,Communication Services,Euronext Growth Milan,EUR,Publishing
Sinch,SE0016101844,Communication Services,Euronext Global Equity Market,EUR,Telecom Services
SIPARIO MOVIES,IT0005380602,,Euronext Growth Paris,EUR,
SIPEF,BE0003898187,Consumer Defensive,Euronext Brussels,EUR,Farm Products
SIRIUS MEDIA,FR0010812230,,Euronext Growth Paris,EUR,
SIT,IT0005262149,Industrials,Euronext Milan,EUR,Specialty Industrial Machinery
SIXT,DE0007231326,Industrials,Euronext Global Equity Market,EUR,Rental & Leasing Services
SKANDIA GREENPOWER,NO0010931207,,Euronext Growth Oslo,NOK,
SKANDINAVISKA ENSK,SE0000148884,Financial Services,EuroTLX,EUR,Banks - Regional
Skanska,SE0000113250,Industrials,Euronext Global Equity Market,EUR,Engineering & Construction
SKF,SE0000108227,Industrials,Euronext Global Equity Market,EUR,Tools & Accessories
SKUE SPAREBANK,NO0006001809,Financial Services,Oslo Børs,NOK,Banks - Regional
SLB,AN8068571086,Energy,Euronext Global Equity Market,EUR,Oil & Gas Equipment & Services
SLIGRO FOOD GROUP,NL0000817179,Consumer Defensive,Euronext Amsterdam,EUR,Food Distribution
SMA SOLAR TECHNOL,DE000A0DJ6J9,Technology,Euronext Global Equity Market,EUR,Solar
SMAIO,FR0014005I80,Healthcare,Euronext Growth Paris,EUR,Health Information Services
SMALTO,FR0011131788,Consumer Cyclical,Euronext Access Paris,EUR,Apparel Manufacturing
SMALTO BSA,FR0010649228,,Euronext Access Paris,EUR,
SMART CAPITAL,IT0005621070,Financial Services,Euronext Growth Milan,EUR,Asset Management
SMART GOOD THINGS,FR001400LBS6,,Euronext Access Paris,EUR,
SMARTCRAFT,NO0011008971,Technology,Oslo Børs,NOK,Software - Application
SMARTOPTICS GROUP,NO0011012502,Technology,Oslo Børs,NOK,Communication Equipment
SMCP,FR0013214145,Consumer Cyclical,Euronext Paris,EUR,Apparel Retail
SMTPC,FR0004016699,Industrials,Euronext Growth Paris,EUR,Infrastructure Operations
SNAM,IT0003153415,Utilities,Trading After Hours,EUR,Utilities - Regulated Gas
SNCB/NMBS -Jce/Gen,BE0010621481,,Euronext Expert Market,EUR,
SOC FRANC CASINOS,FR0010209809,Consumer Cyclical,Euronext Paris,EUR,Resorts & Casinos
SOCIETE GENERALE,FR0000130809,Financial Services,EuroTLX,EUR,Banks - Regional
SOCLINPAR,QX0000022625,,Euronext Expert Market,EUR,
SODEXO,FR0000121220,Industrials,Trading After Hours,EUR,Specialty Business Services
SODITECH,FR0000078321,Industrials,Euronext Paris,EUR,Engineering & Construction
SOFINA,BE0003717312,Financial Services,Euronext Brussels,EUR,Asset Management
SOFTIMAT,BE0003773877,Real Estate,Euronext Growth Brussels,EUR,Real Estate Services
SOFTLAB,IT0001469953,Communication Services,Euronext Milan,EUR,Telecom Services
SOFTOX SOLUTIONS,NO0010811961,,Euronext Growth Oslo,NOK,
SOFTWAREONE HOLD,CH0496451508,Technology,Oslo Børs,NOK,Software - Application
SOGECLAIR,FR0000065864,Industrials,Euronext Growth Paris,EUR,Aerospace & Defense
SOGEFI,IT0000076536,Consumer Cyclical,Euronext Milan,EUR,Auto Parts
SOGES GROUP,IT0005597411,Consumer Cyclical,Euronext Growth Milan,EUR,Resorts & Casinos
SOGN SPAREBANK,NO0006000603,Financial Services,Oslo Børs,NOK,Banks - Regional
SOILTECH,NO0010713571,Industrials,Euronext Expand Oslo,NOK,Waste Management
SOITEC,FR0013227113,Technology,Trading After Hours,EUR,Semiconductor Equipment & Materials
SOL,IT0001206769,Basic Materials,Euronext Milan,EUR,Specialty Chemicals
SOL CAP MANAG SIM,IT0005200248,Financial Services,Euronext Growth Milan,EUR,Capital Markets
Solaria Energia,ES0165386014,Utilities,Euronext Global Equity Market,EUR,Utilities - Renewable
SOLID WORLD GROUP,IT0005497893,Technology,Euronext Growth Milan,EUR,Computer Hardware
SOLOCAL GROUP,FR001400SA10,Communication Services,Euronext Paris,EUR,Advertising Agencies
SOLSTAD MARITIME,NO0013135368,Industrials,Oslo Børs,NOK,Marine Shipping
SOLSTAD OFFSHORE,NO0003080608,Industrials,Oslo Børs,NOK,Marine Shipping
SOLUTIONS 30 SE,FR0013379484,Technology,Trading After Hours,EUR,Information Technology Services
SOLVAC NOM(RETAIL),BE0003545531,Basic Materials,Euronext Brussels,EUR,Chemicals
SOLVAY,BE0003470755,Basic Materials,EuroTLX,EUR,Chemicals
SOLVAY (CP 41),BE0099887748,,Euronext Expert Market,EUR,
SOMEC,IT0005329815,Industrials,Euronext Milan,EUR,Engineering & Construction
SONAE,PTSON0AM0001,Consumer Defensive,Euronext Lisbon,EUR,Grocery Stores
"SONAECOM,SGPS",PTSNC0AM0006,Communication Services,Euronext Lisbon,EUR,Publishing
SONAGI,PTSNG0AM0007,Real Estate,Euronext Access Lisbon,EUR,Real Estate Services
Sonova Holding,CH0012549785,Healthcare,Euronext Global Equity Market,EUR,Medical Devices
SOPRA STERIA GROUP,FR0000050809,Technology,Trading After Hours,EUR,Information Technology Services
SOSTRAVEL.COM,IT0005338675,Consumer Cyclical,Euronext Growth Milan,EUR,Travel Services
SPADEL,BE0003798155,Consumer Defensive,Euronext Brussels,EUR,Beverages - Non-Alcoholic
SPANISH RETAIL INV,ES0105826004,,Euronext Expert Market,EUR,
SPARBNK 68 GR NORD,NO0010887110,Financial Services,Euronext Growth Oslo,NOK,Banks - Regional
SPAREBANK 1 SMN,NO0006390301,Financial Services,Oslo Børs,NOK,Banks - Regional
SPAREBANK 1 SØR-N,NO0010631567,Financial Services,Oslo Børs,NOK,Banks - Regional
SPAREBANKEN MØRE,NO0012483207,Financial Services,Oslo Børs,NOK,Banks - Regional
SPAREBANKEN NORGE,NO0006000900,Financial Services,Oslo Børs,NOK,Banks - Regional
SPAREBANKEN ØST,NO0006222009,Financial Services,Oslo Børs,NOK,Banks - Regional
SPARTOO,FR00140043Y1,,Euronext Growth Paris,EUR,
SPBK 1 NORDMØRE,NO0010691660,Financial Services,Oslo Børs,NOK,Banks - Regional
SPBK 1 ØSTLANDET,NO0010751910,,Oslo Børs,NOK,
SPBK1 HELGELAND,NO0010029804,Financial Services,Oslo Børs,NOK,Banks - Regional
SPBK1 NORD-NORGE,NO0006000801,,Oslo Børs,NOK,
SPBK1 RINGERIKE,NO0006390400,Financial Services,Oslo Børs,NOK,Banks - Regional
SPBK1 ØSTFOLD AKE,NO0010285562,Financial Services,Oslo Børs,NOK,Banks - Regional
SPEED RABBIT PIZZA,FR0000054371,Consumer Defensive,Euronext Access Paris,EUR,Food Distribution
SPIE,FR0012757854,Industrials,Euronext Paris,EUR,Engineering & Construction
SPINDOX,IT0005449522,Technology,Euronext Growth Milan,EUR,Information Technology Services
SPINEGUARD,FR0011464452,,Euronext Growth Paris,EUR,
SPINEWAY,FR001400N2P2,Healthcare,Euronext Growth Paris,EUR,Medical Instruments & Supplies
SPIR GROUP,NO0012548819,Technology,Oslo Børs,NOK,Information Technology Services
SPORTING,PTSCP0AM0001,Communication Services,Euronext Lisbon,EUR,Entertainment
SPOTIFY TECHNOLOGY,LU1778762911,Communication Services,Trading After Hours,EUR,Internet Content & Information
SSAB AB,SE0000120669,Basic Materials,Euronext Global Equity Market,EUR,Steel
ST DUPONT,FR0000054199,,Euronext Paris,EUR,
ST GOBAIN IMB,BE0003279784,,Euronext Expert Market,EUR,
ST-PIETERS-LEEUW,BE0014199377,,Euronext Expert Market,EUR,
STAINLESS TANKERS,NO0012780958,Industrials,Euronext Growth Oslo,NOK,Marine Shipping
STAR7,IT0005466195,Industrials,Euronext Growth Milan,EUR,Specialty Business Services
STEF,FR0000064271,Industrials,Euronext Paris,EUR,Integrated Freight & Logistics
STEICO,DE000A0LR936,Basic Materials,Trading After Hours,EUR,Lumber & Wood Production
STELLANTIS,NL00150001Q9,Consumer Cyclical,Trading After Hours,EUR,Auto Manufacturers
STIF,FR001400MDW2,Industrials,Euronext Growth Paris,EUR,Specialty Industrial Machinery
STMICROELECTRONICS,NL0000226223,Technology,Euronext Milan,EUR,Semiconductors
Stora Enso Oyj,FI0009005961,Basic Materials,Euronext Global Equity Market,EUR,Paper & Paper Products
STOREBRAND,NO0003053605,Financial Services,Oslo Børs,NOK,Financial Conglomerates
STRADIM ESPAC.FIN,FR0000074775,Real Estate,Euronext Growth Paris,EUR,Real Estate Services
STRAUMANN,CH1175448666,Healthcare,Euronext Global Equity Market,EUR,Medical Instruments & Supplies
STREAMWIDE,FR0010528059,Technology,Euronext Growth Paris,EUR,Software - Application
STREIT MECANIQUE,FR0000063976,,Euronext Access Paris,EUR,
Stroeer SE & Co,DE0007493991,Communication Services,Euronext Global Equity Market,EUR,Advertising Agencies
STRONGPOINT,NO0010098247,Industrials,Oslo Børs,NOK,Business Equipment & Supplies
STUDENT PROPERTY,ES0105851002,,Euronext Access Paris,EUR,
SUBSEA 7,LU0075646355,Energy,Oslo Børs,NOK,Oil & Gas Equipment & Services
SUMO RESOURCES PLC,GB00B8GJBS16,,Euronext Access Paris,EUR,
SURONGO,BE0003527356,,Euronext Expert Market,EUR,
SVAS BIOSANA,IT0005469264,Healthcare,Euronext Growth Milan,EUR,Medical Devices
Svenska Cellulosa,SE0000112724,Basic Materials,Euronext Global Equity Market,EUR,Paper & Paper Products
Svenska Hand,SE0007100599,Financial Services,Euronext Global Equity Market,EUR,Banks - Diversified
SWATCH GROUP,CH0012255151,Consumer Cyclical,Euronext Global Equity Market,EUR,Luxury Goods
Sweco AB,SE0014960373,Industrials,Euronext Global Equity Market,EUR,Engineering & Construction
Swedbank AB,SE0000242455,Financial Services,Euronext Global Equity Market,EUR,Banks - Regional
Swedish Orphan,SE0000872095,Healthcare,Euronext Global Equity Market,EUR,Drug Manufacturers - Specialty & Generic
Swiss Life Holding,CH0014852781,Financial Services,Euronext Global Equity Market,EUR,Insurance - Diversified
SWISS PRIME SITE,CH0008038389,Real Estate,Euronext Global Equity Market,EUR,Real Estate - Diversified
Swiss Re,CH0126881561,Financial Services,Euronext Global Equity Market,EUR,Insurance - Reinsurance
Swisscom,CH0008742519,Communication Services,Euronext Global Equity Market,EUR,Telecom Services
SWORD GROUP,FR0004180578,Technology,Euronext Paris,EUR,Software - Application
SYENSQO,BE0974464977,Basic Materials,Euronext Brussels,EUR,Chemicals
SYMRISE,DE000SYM9999,Basic Materials,Trading After Hours,EUR,Specialty Chemicals
SYNERGIE,FR0000032658,Industrials,Euronext Paris,EUR,Staffing & Employment Services
SYS-DAT,IT0005595423,,Euronext Milan,EUR,
